property_id,property_address,city,state,county,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_003800,2584 Oak Ave,Los Angeles,CA,Los Angeles County,90213,Hotel,hotel,1981,127560,79043715.26,72121821.87,0.9124,0.0125,901522.77,0.0604,0.057,0.2064,6013536.56,5670807.48,1170346.92,4500460.56,619.66,fair,2023-01-07,76653118.54,American Real Estate LLC,Private,American Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003801,4307 Center Dr,Los Angeles,CA,Los Angeles County,90404,Medical Office,office,2022,33572,21723392.79,18913969.95,0.8707,0.0125,236424.62,0.0552,0.1523,0.3312,1791765.78,1518902.77,503072.83,1015829.95,647.07,under_10,2023-01-16,20717727.22,National Investments Inc,Institutional,National Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003802,1493 First St,Los Angeles,CA,Los Angeles County,90402,Class C Office,office,1985,84811,25792577.21,29961018.65,1.1616,0.0125,374512.73,0.0637,0.0824,0.2625,2226915.52,2043504.01,536390.62,1507113.4,304.12,over_10,2023-04-19,23492621.75,United Management LLC,REIT,United Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003803,7702 Business Pkwy,Los Angeles,CA,Los Angeles County,90212,Class B Office,office,1996,163482,93645819.53,100023248.78,1.0681,0.0125,1250290.61,0.0481,0.1462,0.4418,8073578.88,6892980.62,3045254.78,3847725.84,572.82,fair,2024-08-06,96624803.29,Pacific Real Estate LP,Institutional,Pacific Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003804,7872 Main St,Los Angeles,CA,Los Angeles County,90401,Class A Office,office,1999,131464,98802143.48,103734164.64,1.0499,0.0125,1296677.06,0.0472,0.1838,0.4028,7806491.58,6371637.46,2566295.32,3805342.15,751.55,fair,2023-02-21,84566595.58,National Investments LP,Institutional,National Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003805,5399 Main St,Los Angeles,CA,Los Angeles County,90211,Class B Office,office,1976,87599,50509014.7,44674380.18,0.8845,0.0125,558429.75,0.0632,0.1031,0.2734,4393634.55,3940799.38,1077480.13,2863319.24,576.59,under_10,2024-03-19,46306105.28,Central Management Inc,REIT,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003806,8128 Center Dr,Los Angeles,CA,Los Angeles County,90404,Class B Office,office,2004,188936,56590008.38,49320253.73,0.8715,0.0125,616503.17,0.057,0.1255,0.2706,4420117.92,3865555.94,1046062.95,2819492.99,299.52,under_10,2024-10-10,53163533.02,National Real Estate Inc,Government,National Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003807,9564 First St,Los Angeles,CA,Los Angeles County,90213,Warehouse,industrial,1976,156903,19313337.35,18519071.61,0.9589,0.0125,231488.4,0.0597,0.1889,0.3585,1798339.45,1458551.34,522856.44,935694.89,123.09,fair,2022-11-13,19482355.2,Global Management LP,Private,Global Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003808,6868 Park Blvd,Los Angeles,CA,Los Angeles County,90210,Class A Office,office,1968,103551,103202259.65,101072488.69,0.9794,0.0125,1263406.11,0.0508,0.1749,0.4187,9017759.02,7440750.55,3115124.27,4325626.27,996.63,fair,2024-07-27,89777210.42,Atlantic Holdings Corp,Non-Profit,Atlantic Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003809,9761 Commerce Dr,Los Angeles,CA,Los Angeles County,90402,Class B Office,office,2006,185844,94490148.77,103728233.44,1.0978,0.0125,1296602.92,0.0612,0.1025,0.3853,9405227.78,8441102.36,3252774.52,5188327.84,508.44,fair,2024-01-14,107069432.04,United Holdings Inc,Private,United Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003810,4850 Center Dr,Los Angeles,CA,Los Angeles County,90401,Apartment Complex,multifamily,2000,165040,50052789.98,48812154.63,0.9752,0.0125,610151.93,0.0504,0.1961,0.2174,3225557.31,2593099.78,563805.86,2029293.92,303.28,fair,2024-07-14,54116114.49,Atlantic Management LLC,Private,Atlantic Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003811,7904 Main St,Los Angeles,CA,Los Angeles County,90403,Warehouse,industrial,1962,12371,913867.56,937943.61,1.0263,0.0125,11724.3,0.0578,0.091,0.3636,82995.4,75445.58,27430.78,48014.81,73.87,fair,2023-10-01,1035166.91,Central Real Estate Inc,Private,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003812,6772 Industrial Way,Los Angeles,CA,Los Angeles County,90211,Class A Office,office,1965,94024,105485643.69,113528828.75,1.0762,0.0125,1419110.36,0.047,0.2256,0.2568,6668799.53,5164141.14,1326038.83,3838102.31,1121.9,fair,2025-01-09,106316803.36,Central Holdings Inc,Non-Profit,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003813,7201 Business Pkwy,Los Angeles,CA,Los Angeles County,90210,Class C Office,office,2001,61572,11903781.9,12620896.79,1.0602,0.0125,157761.21,0.0485,0.1855,0.3162,844442.56,687762.99,217491.25,470271.74,193.33,fair,2023-11-14,11129601.2,United Properties Inc,Private,United Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003814,9939 First St,Los Angeles,CA,Los Angeles County,90404,Warehouse,industrial,1961,251166,17146345.86,16737814.08,0.9762,0.0125,209222.68,0.0519,0.2224,0.3494,1368884.96,1064412.73,371866.74,692545.99,68.27,fair,2023-03-26,15866468.54,Global Investments LLC,Non-Profit,Global Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003815,3178 Commerce Dr,Los Angeles,CA,Los Angeles County,90212,Warehouse,industrial,1966,348755,40151046.13,44176895.39,1.1003,0.0125,552211.19,0.0593,0.1169,0.3573,3704752.47,3271727.22,1169112.61,2102614.61,115.13,over_10,2023-08-29,39725185.78,National Investments Corp,Private,National Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003816,6501 First St,Los Angeles,CA,Los Angeles County,90402,Class C Office,office,2003,10219,1956637.89,2037425.23,1.0413,0.0125,25467.82,0.0489,0.0515,0.4398,170831.7,162041.13,71270.76,90770.37,191.47,fair,2024-03-02,1983736.03,Central Properties Inc,Government,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003817,2742 First St,Los Angeles,CA,Los Angeles County,90213,Class B Office,office,1998,90470,26760772.93,31937347.95,1.1934,0.0125,399216.85,0.0497,0.1894,0.3289,1981315.18,1606150.96,528313.81,1077837.15,295.8,over_10,2024-03-07,26403202.42,Atlantic Real Estate LP,Institutional,Atlantic Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003818,7047 Industrial Way,Los Angeles,CA,Los Angeles County,90210,Medical Office,office,2001,18197,14509311.92,11861924.6,0.8175,0.0125,148274.06,0.0464,0.2292,0.3322,1008655.36,777516.21,258266.23,519249.98,797.35,under_10,2023-09-16,16246853.72,Atlantic Real Estate Inc,Private,Atlantic Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003819,814 Oak Ave,Los Angeles,CA,Los Angeles County,90213,Class B Office,office,1987,151933,50414543.67,52901280.03,1.0493,0.0125,661266.0,0.0483,0.0924,0.349,3741124.23,3395374.93,1184981.13,2210393.8,331.82,fair,2025-02-28,48351095.98,American Holdings Corp,Private,American Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003820,4264 Main St,Los Angeles,CA,Los Angeles County,90404,Class A Office,office,2011,326137,247629656.57,200469498.89,0.8096,0.0125,2505868.74,0.0614,0.1675,0.4105,25774106.37,21457166.21,8809136.54,12648029.67,759.28,under_10,2022-07-16,232157474.16,Pacific Real Estate LLC,Non-Profit,Pacific Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003821,3132 Industrial Way,Los Angeles,CA,Los Angeles County,90404,Class C Office,office,2002,56418,11739289.05,10953649.71,0.9331,0.0125,136920.62,0.0554,0.1106,0.2826,906949.93,806609.14,227908.87,578700.26,208.08,fair,2023-04-23,12419430.46,Central Investments Corp,REIT,Central Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003822,1516 Park Blvd,Los Angeles,CA,Los Angeles County,90403,Class B Office,office,2016,91714,52160113.09,47208935.57,0.9051,0.0125,590111.69,0.0566,0.1489,0.3183,4332466.22,3687569.28,1173588.66,2513980.62,568.73,fair,2023-08-12,53878059.31,United Holdings Inc,Institutional,United Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003823,5921 First St,Los Angeles,CA,Los Angeles County,90401,Class A Office,office,2017,469895,212727570.09,228821972.78,1.0757,0.0125,2860274.66,0.062,0.068,0.3271,19584549.33,18252121.61,5969825.6,12282296.01,452.71,fair,2024-12-08,224792372.77,Global Management LLC,Institutional,Global Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003824,8271 Industrial Way,Los Angeles,CA,Los Angeles County,90401,Class C Office,office,1966,7851,2325726.22,2046782.54,0.8801,0.0125,25584.78,0.059,0.1829,0.3413,208349.76,170240.64,58104.54,112136.1,296.23,under_10,2023-09-27,2388233.78,Global Real Estate Inc,Non-Profit,Global Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003825,1213 Industrial Way,Los Angeles,CA,Los Angeles County,90213,Class B Office,office,2019,110467,52506020.78,54434207.95,1.0367,0.0125,680427.6,0.0493,0.0793,0.2958,3673141.32,3381824.52,1000370.1,2381454.42,475.31,fair,2024-03-29,54580742.51,Atlantic Holdings Inc,Government,Atlantic Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003826,7217 Commerce Dr,Los Angeles,CA,Los Angeles County,90404,Class A Office,office,2015,265331,227031922.15,195016153.76,0.859,0.0125,2437701.92,0.0494,0.2247,0.3934,18472096.96,14322235.65,5634573.26,8687662.39,855.66,under_10,2023-05-14,213411604.55,Atlantic Management Inc,Government,Atlantic Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003827,9180 Industrial Way,Los Angeles,CA,Los Angeles County,90404,Class A Office,office,2001,469020,530852190.71,597169926.81,1.1249,0.0125,7464624.09,0.0574,0.2475,0.3191,44779819.54,33695281.57,10750816.45,22944465.12,1131.83,over_10,2024-10-14,597695760.02,Global Real Estate Inc,REIT,Global Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003828,7758 Business Pkwy,Los Angeles,CA,Los Angeles County,90404,Retail Strip Center,retail,2000,21630,9060437.63,9978488.04,1.1013,0.0125,124731.1,0.0555,0.1922,0.3225,741924.97,599363.46,193276.94,406086.52,418.88,over_10,2025-03-25,8562595.73,National Management LLC,Private,National Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003829,1687 Main St,Los Angeles,CA,Los Angeles County,90403,Retail Strip Center,retail,2008,17995,7460957.98,7966468.99,1.0678,0.0125,99580.86,0.0519,0.2044,0.3091,560960.73,446272.97,137962.58,308310.39,414.61,fair,2024-10-11,6535189.13,Central Holdings LLC,Non-Profit,Central Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003830,2165 Industrial Way,Los Angeles,CA,Los Angeles County,90403,Class C Office,office,2024,74174,19723982.91,20846499.74,1.0569,0.0125,260581.25,0.0463,0.0644,0.3506,1405637.98,1315140.46,461034.69,854105.77,265.92,fair,2024-03-01,20562667.3,American Real Estate Inc,REIT,American Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003831,895 Commerce Dr,Los Angeles,CA,Los Angeles County,90404,Class A Office,office,2013,417582,268581886.33,281631143.84,1.0486,0.0125,3520389.3,0.058,0.1022,0.2621,21096031.52,18940796.51,4963485.61,13977310.91,643.18,fair,2025-04-21,255955584.86,National Real Estate LP,Institutional,National Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003832,1200 Center Dr,Los Angeles,CA,Los Angeles County,90212,Retail Strip Center,retail,1991,48738,17862969.75,17865530.3,1.0001,0.0125,223319.13,0.0621,0.2253,0.4362,1967025.07,1523925.56,664692.47,859233.09,366.51,fair,2024-05-23,17844708.19,Central Real Estate LLC,Private,Central Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003833,7500 Commerce Dr,Los Angeles,CA,Los Angeles County,90213,Class B Office,office,1964,18432,10294419.83,9377914.78,0.911,0.0125,117223.93,0.0589,0.2063,0.2752,837165.4,664428.38,182851.6,481576.78,558.51,fair,2024-03-23,11408064.98,United Real Estate Inc,Non-Profit,United Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003834,4216 Park Blvd,Los Angeles,CA,Los Angeles County,90211,Medical Office,office,1967,43184,28007948.63,30167935.05,1.0771,0.0125,377099.19,0.0615,0.0623,0.3319,2577032.32,2416517.36,802144.86,1614372.5,648.57,fair,2023-10-17,30868390.49,National Investments Inc,Government,National Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003835,7552 Main St,Los Angeles,CA,Los Angeles County,90213,Warehouse,industrial,2004,119854,17668877.54,16554565.63,0.9369,0.0125,206932.07,0.0463,0.0642,0.4076,1381870.19,1293115.44,527034.32,766081.12,147.42,fair,2025-04-02,18636669.74,National Management LP,REIT,National Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003836,1658 First St,Los Angeles,CA,Los Angeles County,90210,Retail Strip Center,retail,2023,43689,10916621.24,11184540.56,1.0245,0.0125,139806.76,0.0488,0.1594,0.2667,726356.35,610542.25,162833.95,447708.3,249.87,fair,2024-04-12,10117230.11,Atlantic Holdings LP,Private,Atlantic Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003837,203 Industrial Way,Los Angeles,CA,Los Angeles County,90211,Warehouse,industrial,2009,133712,13306192.01,13454221.32,1.0111,0.0125,168177.77,0.0619,0.0543,0.3026,1181631.56,1117499.8,338162.5,779337.3,99.51,fair,2024-08-19,13824883.91,Pacific Holdings LP,REIT,Pacific Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003838,5556 Park Blvd,Los Angeles,CA,Los Angeles County,90404,Class C Office,office,1977,30148,6536921.19,6740551.73,1.0312,0.0125,84256.9,0.0588,0.0879,0.3091,556337.41,507440.56,156857.83,350582.74,216.83,fair,2025-03-27,7161429.28,Premier Management LLC,Government,Premier Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003839,4638 Commerce Dr,Los Angeles,CA,Los Angeles County,90212,Retail Strip Center,retail,1980,74727,29260313.58,34699109.23,1.1859,0.0125,433738.87,0.0596,0.1193,0.4976,3470356.32,3056183.92,1520701.62,1535482.3,391.56,over_10,2022-11-16,31189504.11,Premier Real Estate Inc,Government,Premier Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003840,7207 Industrial Way,Los Angeles,CA,Los Angeles County,90404,Class A Office,office,1984,379623,112003307.86,91996587.17,0.8214,0.0125,1149957.34,0.0469,0.2467,0.3347,7898456.28,5949863.49,1991487.99,3958375.5,295.04,under_10,2023-10-09,103752076.73,United Holdings Inc,REIT,United Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003841,7309 Industrial Way,Los Angeles,CA,Los Angeles County,90210,Manufacturing,industrial,1984,387923,93744469.02,94864738.88,1.012,0.0125,1185809.24,0.0475,0.2109,0.2115,5642116.8,4452172.94,941508.42,3510664.52,241.66,fair,2025-04-12,91378843.5,Premier Properties LLC,REIT,Premier Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003842,8600 Center Dr,Los Angeles,CA,Los Angeles County,90402,Medical Office,office,1994,22349,10368817.08,10295918.5,0.993,0.0125,128698.98,0.0595,0.0706,0.3866,1006159.12,935157.12,361511.55,573645.57,463.95,fair,2024-04-28,11337027.1,United Holdings LP,Government,United Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003843,5203 Business Pkwy,Los Angeles,CA,Los Angeles County,90402,Class A Office,office,1988,144937,84603013.7,93675481.44,1.1072,0.0125,1170943.52,0.0588,0.1631,0.3413,7547422.18,6316416.15,2155487.71,4160928.44,583.72,over_10,2023-06-23,72579200.27,Global Properties Inc,Institutional,Global Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003844,3253 Park Blvd,Los Angeles,CA,Los Angeles County,90213,Retail Strip Center,retail,2021,63626,26461521.88,24468475.21,0.9247,0.0125,305855.94,0.0502,0.1291,0.3737,2122411.1,1848389.63,690807.05,1157582.58,415.89,fair,2025-04-23,25187394.1,Premier Investments LLC,Government,Premier Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003845,1451 First St,Los Angeles,CA,Los Angeles County,90210,Class B Office,office,1979,190021,90390730.82,102605822.55,1.1351,0.0125,1282572.78,0.0596,0.0781,0.2865,7545986.74,6956819.71,1993025.96,4963793.75,475.69,over_10,2024-02-28,94776373.6,American Real Estate Corp,REIT,American Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003846,9029 Industrial Way,Los Angeles,CA,Los Angeles County,90402,Class A Office,office,1986,89657,101316476.03,116761368.29,1.1524,0.0125,1459517.1,0.065,0.0875,0.3856,10717473.55,9779174.84,3770645.43,6008529.41,1130.05,over_10,2023-05-08,111518169.38,Global Management Corp,Private,Global Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003847,6701 Business Pkwy,Los Angeles,CA,Los Angeles County,90213,Class B Office,office,2012,42839,10823443.77,11226009.84,1.0372,0.0125,140325.12,0.0583,0.1323,0.3586,983238.96,853181.88,305957.69,547224.19,252.65,fair,2023-06-19,10848618.67,Pacific Management Corp,Non-Profit,Pacific Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003848,5360 Oak Ave,Los Angeles,CA,Los Angeles County,90402,Manufacturing,industrial,2001,338972,65842565.55,70533782.55,1.0712,0.0125,881672.28,0.0571,0.1459,0.4084,6356875.93,5429240.47,2217406.08,3211834.4,194.24,fair,2023-12-22,69719238.66,Global Holdings Corp,Non-Profit,Global Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003849,2658 Park Blvd,Los Angeles,CA,Los Angeles County,90211,Class B Office,office,2010,112203,44659627.85,48045438.74,1.0758,0.0125,600567.98,0.0488,0.2207,0.3663,3439040.29,2680071.74,981732.51,1698339.23,398.03,fair,2023-01-06,43320566.82,National Management LP,Institutional,National Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003850,5656 Center Dr,Los Angeles,CA,Los Angeles County,90401,Class B Office,office,2019,88489,25173326.63,22930467.98,0.9109,0.0125,286630.85,0.0552,0.0569,0.2663,1895503.13,1787577.86,476108.57,1311469.29,284.48,fair,2022-10-21,21440310.82,National Investments Inc,REIT,National Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003851,4370 Main St,Los Angeles,CA,Los Angeles County,90404,Hotel,hotel,2010,77935,40688257.03,44769943.99,1.1003,0.0125,559624.3,0.0473,0.2349,0.4796,3696444.07,2828278.13,1356471.28,1471806.85,522.08,over_10,2023-05-20,35752384.79,Pacific Holdings Corp,Institutional,Pacific Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003852,9883 Main St,Los Angeles,CA,Los Angeles County,90402,Medical Office,office,1972,30791,18701155.52,17618655.16,0.9421,0.0125,220233.19,0.0578,0.1797,0.3047,1554899.04,1275470.63,388638.2,886832.42,607.36,fair,2024-03-28,18776898.08,Central Holdings Inc,REIT,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003853,9940 Commerce Dr,Los Angeles,CA,Los Angeles County,90402,Class A Office,office,1979,211730,137520702.69,111724947.52,0.8124,0.0125,1396561.84,0.0614,0.0932,0.3104,12250495.76,11108342.63,3447981.1,7660361.53,649.51,under_10,2024-06-29,145976290.84,Pacific Holdings LLC,Institutional,Pacific Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003854,9399 Business Pkwy,Los Angeles,CA,Los Angeles County,90403,Class C Office,office,1970,11909,3124948.02,3452483.47,1.1048,0.0125,43156.04,0.0648,0.1474,0.2573,272454.68,232298.21,59763.16,172535.06,262.4,over_10,2024-06-03,2912290.3,Central Investments Corp,Non-Profit,Central Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003855,6356 Industrial Way,Los Angeles,CA,Los Angeles County,90212,Class C Office,office,2007,94574,16064053.53,18253809.39,1.1363,0.0125,228172.62,0.0605,0.1097,0.2695,1329899.52,1184001.17,319117.2,864883.98,169.86,over_10,2024-06-09,17739747.22,Pacific Management Inc,Private,Pacific Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003856,5651 First St,Los Angeles,CA,Los Angeles County,90211,Class A Office,office,1970,443330,238976176.09,226238944.39,0.9467,0.0125,2827986.8,0.0569,0.2351,0.4411,24334654.73,18612380.51,8210630.22,10401750.29,539.05,fair,2023-03-04,252483247.21,American Management Inc,Non-Profit,American Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003857,7440 Business Pkwy,Los Angeles,CA,Los Angeles County,90210,Class A Office,office,2018,241149,163856801.09,160400927.98,0.9789,0.0125,2005011.6,0.0503,0.2152,0.4057,13863173.81,10879845.11,4414270.33,6465574.78,679.48,fair,2025-01-03,165424676.85,Central Properties Inc,Private,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003858,2444 Business Pkwy,Los Angeles,CA,Los Angeles County,90210,Class A Office,office,1974,231772,191655019.13,226469662.51,1.1817,0.0125,2830870.78,0.05,0.0729,0.3597,14972457.95,13880543.45,4993031.35,8887512.1,826.91,over_10,2023-06-10,176032283.54,Central Real Estate LP,Non-Profit,Central Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003859,4554 Oak Ave,Los Angeles,CA,Los Angeles County,90402,Class A Office,office,1975,311557,272844271.51,318933974.45,1.1689,0.0125,3986674.68,0.0504,0.2137,0.3201,20211995.65,15893185.5,5088175.38,10805010.12,875.74,over_10,2024-09-04,306824746.95,National Management Corp,REIT,National Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003860,566 Center Dr,Los Angeles,CA,Los Angeles County,90212,Class B Office,office,2002,54217,19466485.93,23247065.41,1.1942,0.0125,290588.32,0.0512,0.0784,0.3388,1508221.55,1390019.13,470907.5,919111.63,359.05,over_10,2022-07-21,19850233.89,Atlantic Real Estate Inc,Institutional,Atlantic Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003861,7520 Center Dr,Los Angeles,CA,Los Angeles County,90210,Class C Office,office,1963,90163,20686830.06,24251856.56,1.1723,0.0125,303148.21,0.0562,0.0599,0.2972,1653950.08,1554893.46,462082.92,1092810.55,229.44,over_10,2023-08-14,21592807.68,Global Real Estate LLC,Non-Profit,Global Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003862,2569 Commerce Dr,Los Angeles,CA,Los Angeles County,90212,Class A Office,office,2011,114075,58410905.21,64210846.56,1.0993,0.0125,802635.58,0.0457,0.2016,0.4278,4668099.56,3727175.31,1594448.77,2132726.54,512.04,fair,2024-02-01,51405384.98,Premier Management LP,REIT,Premier Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003863,964 Center Dr,Los Angeles,CA,Los Angeles County,90404,Warehouse,industrial,1962,37570,4410364.59,3774779.13,0.8559,0.0125,47184.74,0.0452,0.137,0.3327,298462.13,257583.77,85700.11,171883.66,117.39,under_10,2024-03-02,4175111.82,United Management Corp,Private,United Management Corp,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003864,3740 Commerce Dr,Los Angeles,CA,Los Angeles County,90403,Class A Office,office,1970,455276,462566228.11,448610162.27,0.9698,0.0125,5607627.03,0.0504,0.1991,0.3556,36193409.77,28986532.35,10309003.4,18677528.95,1016.01,fair,2023-01-06,432394682.1,Premier Management LP,Non-Profit,Premier Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003865,4715 Business Pkwy,Los Angeles,CA,Los Angeles County,90404,Manufacturing,industrial,1965,747672,186319045.36,189478014.73,1.017,0.0125,2368475.18,0.0465,0.0851,0.2446,11473230.99,10496347.1,2567244.78,7929102.32,249.2,fair,2023-03-02,166543987.97,American Holdings Inc,Institutional,American Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003866,6351 Oak Ave,Los Angeles,CA,Los Angeles County,90210,Class C Office,office,2001,34596,6862129.35,5877073.75,0.8565,0.0125,73463.42,0.0528,0.1924,0.4081,612496.66,494648.63,201890.44,292758.19,198.35,under_10,2022-09-24,6044103.54,National Properties LP,Government,National Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003867,5053 Industrial Way,Los Angeles,CA,Los Angeles County,90401,Class A Office,office,2012,104776,106720032.12,119959296.3,1.1241,0.0125,1499491.2,0.0551,0.1495,0.3247,8714269.33,7411492.85,2406852.28,5004640.58,1018.55,over_10,2024-09-13,99257758.58,American Real Estate LP,Non-Profit,American Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003868,5874 Business Pkwy,Los Angeles,CA,Los Angeles County,90403,Class A Office,office,2024,339752,181156805.82,190855928.07,1.0535,0.0125,2385699.1,0.0499,0.211,0.3525,13960056.32,11014761.25,3882777.07,7131984.18,533.2,fair,2023-06-19,184086069.81,American Real Estate LP,Government,American Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003869,2346 Center Dr,Los Angeles,CA,Los Angeles County,90213,Manufacturing,industrial,1965,496598,127847909.35,112948611.84,0.8835,0.0125,1411857.65,0.0538,0.1707,0.2692,9410612.49,7804512.58,2101324.74,5703187.84,257.45,under_10,2024-02-03,133272591.8,Central Holdings Inc,Private,Central Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003870,8976 Business Pkwy,Los Angeles,CA,Los Angeles County,90401,Medical Office,office,1976,43098,28104652.86,23368440.76,0.8315,0.0125,292105.51,0.0492,0.1256,0.2543,1853245.42,1620450.93,412110.42,1208340.52,652.11,under_10,2024-04-20,31182279.99,National Holdings LP,Non-Profit,National Management LP,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003871,7756 Oak Ave,Los Angeles,CA,Los Angeles County,90404,Medical Office,office,1996,16087,9500668.93,8223519.55,0.8656,0.0125,102793.99,0.0555,0.1849,0.3404,799283.09,651491.54,221782.6,429708.94,590.58,under_10,2023-02-07,10307049.1,Pacific Holdings LLC,Institutional,Pacific Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003872,7212 Business Pkwy,Los Angeles,CA,Los Angeles County,90403,Retail Strip Center,retail,1984,10152,2211998.58,2036128.14,0.9205,0.0125,25451.6,0.0533,0.1105,0.3134,171624.7,152660.91,47836.67,104824.24,217.89,fair,2024-09-22,2018794.21,Global Investments Inc,Non-Profit,Global Management Inc,2024-01-01,2024-06-30,"Los Angeles, CA"
PROP_003873,1052 Center Dr,Los Angeles,CA,Los Angeles County,90213,Class C Office,office,2022,23738,7412973.68,7707804.08,1.0398,0.0125,96347.55,0.0612,0.2269,0.2922,641118.8,495643.42,144807.55,350835.87,312.28,fair,2024-04-27,8310815.68,United Real Estate LLC,REIT,United Management LLC,2024-01-01,2024-06-30,"Los Angeles, CA"
