property_id,property_address,city,state,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_003858,9292 Business Pkwy,Miami,FL,33129,Flex Space,industrial,2022,273249,111247144.93,145790775.54,1.3105,0.0183,2667971.19,0.061,0.0776,0.1716,8194830.48,7558808.4,1297369.15,6261439.25,407.13,over_30,2019-02-13,90308479.28,Brown Partners Inc,Non-Profit,Miller Group Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003859,1095 Corporate Blvd,Miami,FL,33101,Flex Space,industrial,1966,1224593,411010600.14,499124707.12,1.2144,0.0183,9133982.14,0.0431,0.0759,0.2185,22680320.73,20959799.94,4580260.76,16379539.18,335.63,over_20,2023-07-01,366132226.53,Johnson Ventures LP,Non-Profit,American Realty Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003860,539 Business Pkwy,Miami,FL,33101,Distribution Center,industrial,2000,85700,11429480.11,13515368.14,1.1825,0.0183,247331.24,0.0654,0.1401,0.1962,930510.18,800186.61,157032.12,643154.49,133.37,over_20,2022-10-22,11282640.91,Jones Management Corp,Institutional,Premier Capital Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003861,1057 Main St,Miami,FL,33131,Distribution Center,industrial,2011,1890199,601868184.48,590960503.38,0.9819,0.0183,10814577.21,0.0568,0.0946,0.2715,46962825.61,42520321.84,11543832.21,30976489.62,318.42,fair,2020-02-22,618315945.71,Central Group Capital,Private,Garcia Partners Investment Group,2024-01-01,2024-06-30,"Miami, FL"
PROP_003862,7429 Market St,Miami,FL,33134,Flex Space,industrial,1992,1751480,261189664.66,307176379.02,1.1761,0.0183,5621327.74,0.056,0.1326,0.2898,20585647.6,17856572.74,5175417.47,12681155.27,149.13,over_20,2020-03-08,282376343.35,Johnson Ventures LLC,Non-Profit,Premier Management Development,2024-01-01,2024-06-30,"Miami, FL"
PROP_003863,6210 Commerce Dr,Miami,FL,33102,Distribution Center,industrial,1965,764485,90223283.0,99326179.68,1.1009,0.0183,1817669.09,0.0557,0.092,0.1695,6049297.48,5492489.65,930959.97,4561529.67,118.02,over_10,2023-04-16,99879287.87,Global Management Corp,Institutional,Rodriguez Properties Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003864,3204 Oak Ave,Miami,FL,33128,Distribution Center,industrial,1973,921358,211787330.6,228652962.88,1.0796,0.0183,4184349.22,0.0505,0.1496,0.2164,13648916.4,11606703.04,2511860.55,9094842.49,229.86,over_10,2023-06-01,214994372.94,Pacific Investments Development,Government,Global Trust Capital,2024-01-01,2024-06-30,"Miami, FL"
PROP_003865,6305 Commerce Dr,Miami,FL,33109,Flex Space,industrial,2020,1001832,174217869.8,150285123.04,0.8626,0.0183,2750217.75,0.0693,0.0508,0.2771,16689178.12,15840618.02,4389192.1,11451425.92,173.9,under_15,2019-03-04,193850972.35,Smith Trust Development,Government,United Group Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003866,8934 Center Dr,Miami,FL,33128,Manufacturing,industrial,1966,739365,245144477.94,247437615.43,1.0094,0.0183,4528108.36,0.0539,0.1179,0.2461,17530364.73,15462934.12,3805532.63,11657401.49,331.56,fair,2016-01-31,256882399.63,Miller Ventures Real Estate,Institutional,Brown Properties Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003867,4213 First St,Miami,FL,33131,Manufacturing,industrial,1996,1346175,160095389.14,146931486.02,0.9178,0.0183,2688846.19,0.0643,0.1329,0.2507,13737761.59,11911796.51,2985983.56,8925812.95,118.93,under_10,2020-09-12,162033272.07,Davis Realty Properties,REIT,Pacific Capital Investment Group,2024-01-01,2024-06-30,"Miami, FL"
PROP_003868,7242 First St,Miami,FL,33129,Flex Space,industrial,1992,283479,46696777.41,56873743.17,1.2179,0.0183,1040789.5,0.0606,0.0608,0.1683,3404078.0,3197027.16,538172.27,2658854.89,164.73,over_20,2020-11-24,50100487.32,American Trust Holdings,Institutional,Rodriguez Holdings Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003869,9692 Park Blvd,Miami,FL,33131,Flex Space,industrial,2013,1980838,405679230.29,369576624.84,0.911,0.0183,6763252.23,0.0411,0.05,0.222,21410835.36,20340731.93,4515504.46,15825227.47,204.8,under_10,2019-03-08,347189301.7,Jones Trust LP,Government,Johnson Holdings Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003870,1441 Business Pkwy,Miami,FL,33130,Flex Space,industrial,1968,1833862,483523090.43,461585929.56,0.9546,0.0183,8447022.51,0.0464,0.1466,0.2904,31597162.35,26964257.62,7831587.51,19132670.12,263.66,fair,2020-04-22,429721583.55,Metropolitan Group Capital,Institutional,Central Capital Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003871,3923 First St,Miami,FL,33129,Cold Storage,industrial,1984,1906918,509287598.65,529017053.59,1.0387,0.0183,9681012.08,0.0693,0.0745,0.1965,43917678.41,40646488.8,7985379.44,32661109.36,267.07,fair,2017-06-18,610426798.77,Garcia Holdings Development,Private,Smith Properties LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003872,4789 Commerce Dr,Miami,FL,33101,Cold Storage,industrial,2003,1278248,475686850.46,435931683.52,0.9164,0.0183,7977549.81,0.064,0.1391,0.213,38669770.33,33290088.93,7091978.55,26198110.38,372.14,under_10,2017-06-29,477138409.23,Williams Investments Real Estate,Private,Davis Group LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003873,5490 Oak Ave,Miami,FL,33102,Manufacturing,industrial,1988,884590,291556051.19,247893212.95,0.8502,0.0183,4536445.8,0.0579,0.0498,0.1996,21086432.85,20035637.95,4000080.69,16035557.26,329.59,under_15,2016-10-28,265429798.79,Smith Holdings Real Estate,Institutional,Smith Realty Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003874,1868 Oak Ave,Miami,FL,33102,Flex Space,industrial,2020,1272921,298782692.03,300963256.38,1.0073,0.0183,5507627.59,0.0692,0.0385,0.1553,24459070.69,23518561.49,3651760.94,19866800.55,234.72,fair,2015-10-26,291056064.58,Williams Trust Corp,REIT,Garcia Holdings Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003875,257 Technology Dr,Miami,FL,33134,Warehouse,industrial,1960,1386948,386990517.26,390163926.38,1.0082,0.0183,7139999.85,0.0684,0.1086,0.2516,35386490.42,31542136.06,7934512.79,23607623.26,279.02,fair,2019-12-30,424903904.21,Smith Group Development,Private,American Partners Capital,2024-01-01,2024-06-30,"Miami, FL"
PROP_003876,4207 Industrial Way,Miami,FL,33101,Warehouse,industrial,1980,230527,57956607.89,49417136.46,0.8527,0.0183,904333.6,0.0675,0.1133,0.2045,4914683.92,4357899.99,891086.9,3466813.09,251.41,under_15,2020-06-03,58741577.93,United Ventures Properties,Institutional,Garcia Properties Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003877,9428 Main St,Miami,FL,33132,Warehouse,industrial,1976,62614,14981574.56,18069700.64,1.2061,0.0183,330675.52,0.0663,0.0734,0.1508,1170540.15,1084613.34,163575.55,921037.79,239.27,over_20,2024-12-06,12610177.07,Smith Partners Real Estate,Institutional,Miller Capital Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003878,5137 Main St,Miami,FL,33128,Distribution Center,industrial,1975,687900,84755046.52,88578990.54,1.0451,0.0183,1620995.53,0.0643,0.126,0.1732,6590040.31,5759516.76,997508.92,4762007.84,123.21,fair,2020-08-04,99247216.62,Global Management Real Estate,Private,Martinez Properties Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003879,5395 Center Dr,Miami,FL,33133,Flex Space,industrial,1965,364948,122382223.88,116376476.82,0.9509,0.0183,2129689.53,0.0471,0.1126,0.2721,7917140.91,7025463.39,1911975.16,5113488.22,335.34,fair,2019-04-07,120402123.51,Garcia Partners Corp,Non-Profit,Smith Realty Capital,2024-01-01,2024-06-30,"Miami, FL"
PROP_003880,8995 Industrial Way,Miami,FL,33133,Manufacturing,industrial,1968,908806,229297822.81,274944943.89,1.1991,0.0183,5031492.47,0.0458,0.035,0.2983,14975028.37,14450768.39,4311227.66,10139540.73,252.31,over_20,2023-11-16,260721515.85,First Group LLC,REIT,Metropolitan Realty Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003881,3252 Park Blvd,Miami,FL,33131,Flex Space,industrial,2011,621781,84524202.13,87573451.85,1.0361,0.0183,1602594.17,0.0513,0.0973,0.2064,5460118.72,4929041.23,1017231.71,3911809.52,135.94,fair,2024-05-03,96681777.25,First Capital Holdings,Institutional,Garcia Holdings Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003882,2382 Broadway,Miami,FL,33131,Cold Storage,industrial,2015,1980927,597911346.24,788527713.58,1.3188,0.0183,14430057.16,0.0476,0.1448,0.1564,33758740.26,28871578.02,4516917.73,24354660.29,301.83,over_30,2023-04-26,713090460.38,Martinez Management Development,Non-Profit,Rodriguez Holdings Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003883,8661 First St,Miami,FL,33130,Warehouse,industrial,2003,1777697,566802316.12,559906155.0,0.9878,0.0183,10246282.64,0.0439,0.0468,0.2083,31458858.9,29986505.7,6245927.68,23740578.03,318.84,fair,2023-06-10,496557902.82,National Ventures Development,Non-Profit,Miller Investments Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003884,2947 Commerce Dr,Miami,FL,33109,Flex Space,industrial,1963,309158,74430058.41,77935871.82,1.0471,0.0183,1426226.45,0.063,0.1374,0.2701,6428561.8,5545080.97,1497978.23,4047102.75,240.75,fair,2022-08-22,82462402.16,Johnson Ventures Holdings,Non-Profit,Johnson Investments LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003885,5005 Business Pkwy,Miami,FL,33131,Warehouse,industrial,2015,1341113,332261014.16,370771425.71,1.1159,0.0183,6785117.09,0.0432,0.0537,0.283,19997734.16,18923744.42,5354571.61,13569172.82,247.75,over_10,2017-07-24,305024760.65,Jones Holdings Holdings,REIT,Jones Management Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003886,8120 Park Blvd,Miami,FL,33129,Distribution Center,industrial,1989,1402295,386883764.7,327170482.01,0.8457,0.0183,5987219.82,0.0667,0.1091,0.1674,30982797.49,27601288.31,4620372.6,22980915.72,275.89,under_15,2016-09-17,310193783.65,Premier Management Holdings,Private,Johnson Capital LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003887,6373 Industrial Way,Miami,FL,33102,Manufacturing,industrial,2008,227289,47975241.23,46966459.59,0.979,0.0183,859486.21,0.0671,0.0681,0.2299,4182709.77,3897797.46,895977.1,3001820.36,211.08,fair,2018-02-08,56787672.03,Martinez Partners Holdings,Private,Brown Capital Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003888,723 Oak Ave,Miami,FL,33129,Warehouse,industrial,2008,43887,9546387.41,11303119.06,1.184,0.0183,206847.08,0.0545,0.0361,0.2406,684542.09,659846.86,158762.72,501084.13,217.52,over_20,2023-10-19,9457900.0,Williams Holdings LP,Institutional,Pacific Management Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003889,5507 Industrial Way,Miami,FL,33102,Warehouse,industrial,1991,881683,148565172.9,150055328.3,1.01,0.0183,2746012.51,0.0588,0.1393,0.2611,11830300.94,10181790.67,2658528.52,7523262.15,168.5,fair,2021-03-12,153487316.88,Martinez Ventures Inc,Institutional,Williams Partners Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003890,4643 Industrial Way,Miami,FL,33102,Distribution Center,industrial,2012,186981,85854664.1,85669453.61,0.9978,0.0183,1567751.0,0.0548,0.0559,0.167,5643976.81,5328621.57,889639.97,4438981.61,459.16,fair,2024-05-29,87380000.0,Smith Holdings Development,REIT,Miller Properties LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003891,6309 Commerce Dr,Miami,FL,33128,Warehouse,industrial,1983,259922,79430984.89,67668449.49,0.8519,0.0183,1238332.63,0.0683,0.0921,0.2127,6894764.11,6259571.55,1331358.24,4928213.31,305.6,under_15,2021-09-29,66792161.86,Williams Capital Properties,Government,Johnson Ventures Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003892,8627 Corporate Blvd,Miami,FL,33109,Flex Space,industrial,1986,451405,113169955.91,107939990.35,0.9538,0.0183,1975301.82,0.053,0.0346,0.2481,7975072.43,7698757.12,1910154.85,5788602.27,250.71,fair,2023-08-30,115950586.01,Smith Realty Development,Institutional,Jones Trust Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003893,9141 Corporate Blvd,Miami,FL,33134,Cold Storage,industrial,2013,1242344,306169158.86,261792475.64,0.8551,0.0183,4790802.3,0.0662,0.0806,0.2839,28285644.54,26005001.58,7383467.66,18621533.92,246.44,under_15,2018-04-07,254828401.99,Martinez Realty Real Estate,Non-Profit,Williams Properties Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003894,3380 Corporate Blvd,Miami,FL,33131,Warehouse,industrial,1985,1579242,409775656.09,371817789.05,0.9074,0.0183,6804265.54,0.0465,0.1122,0.2955,27067665.04,24029814.06,7101739.42,16928074.64,259.48,under_10,2021-07-27,395576972.55,Miller Ventures Capital,Institutional,Williams Realty Development,2024-01-01,2024-06-30,"Miami, FL"
PROP_003895,6340 Industrial Way,Miami,FL,33101,Distribution Center,industrial,1979,361608,77005158.15,83036971.76,1.0783,0.0183,1519576.58,0.0486,0.1073,0.2948,5308801.36,4739290.74,1396942.26,3342348.48,212.95,over_10,2024-02-10,83096176.13,Martinez Ventures Real Estate,Non-Profit,Garcia Trust Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003896,4697 Broadway,Miami,FL,33102,Cold Storage,industrial,1969,870229,309054760.2,340278045.09,1.101,0.0183,6227088.23,0.0489,0.1466,0.1594,17991211.86,15354350.7,2448208.23,12906142.47,355.14,over_10,2021-02-02,312315983.57,Smith Partners Corp,Institutional,Brown Group Development,2024-01-01,2024-06-30,"Miami, FL"
PROP_003897,9614 Technology Dr,Miami,FL,33101,Cold Storage,industrial,2003,44788,8071633.37,7179317.65,0.8895,0.0183,131381.51,0.0478,0.1048,0.2723,530300.41,474715.0,129267.67,345447.33,180.22,under_10,2025-04-08,8390889.81,Pacific Group Corp,Private,Central Group LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003898,5856 First St,Miami,FL,33129,Manufacturing,industrial,1986,1432490,488244785.89,486839008.98,0.9971,0.0183,8909153.86,0.0551,0.1361,0.1932,33319008.32,28784324.48,5561230.64,23223093.84,340.84,fair,2016-06-21,520071305.06,Johnson Realty Holdings,Institutional,Smith Investments Investment Group,2024-01-01,2024-06-30,"Miami, FL"
PROP_003899,6560 Center Dr,Miami,FL,33132,Flex Space,industrial,1984,1478771,396213912.4,336208280.11,0.8486,0.0183,6152611.53,0.0643,0.0496,0.1953,31649779.81,30080942.67,5875474.95,24205467.71,267.93,under_15,2022-01-21,382928774.74,First Investments Investment Group,REIT,Martinez Ventures Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003900,3766 Business Pkwy,Miami,FL,33133,Flex Space,industrial,1992,405786,96815778.62,100612680.02,1.0392,0.0183,1841212.04,0.0585,0.114,0.2609,7662082.76,6788544.96,1771101.34,5017443.62,238.59,fair,2015-12-27,103960070.26,Martinez Trust LLC,Government,Garcia Partners Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003901,503 Broadway,Miami,FL,33101,Distribution Center,industrial,2006,488363,61860333.65,61411987.26,0.9928,0.0183,1123839.37,0.0645,0.1323,0.2174,5100725.52,4425843.54,962241.66,3463601.87,126.67,fair,2017-12-20,49676003.82,Brown Holdings Investment Group,Government,Davis Investments Development,2024-01-01,2024-06-30,"Miami, FL"
PROP_003902,8972 Broadway,Miami,FL,33129,Manufacturing,industrial,2012,1078019,414082324.08,535834930.69,1.294,0.0183,9805779.23,0.0685,0.1499,0.2653,38627949.24,32837326.45,8711542.59,24125783.86,384.11,over_30,2024-02-19,382860752.38,Brown Holdings LLC,Private,Miller Ventures Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003903,4531 Broadway,Miami,FL,33131,Cold Storage,industrial,2023,1026572,258932322.9,337037003.98,1.3016,0.0183,6167777.17,0.0682,0.0886,0.2391,23195115.18,21140828.88,5053778.62,16087050.26,252.23,over_30,2016-03-30,232203607.44,Central Partners LP,Institutional,Miller Investments Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003904,8783 Business Pkwy,Miami,FL,33133,Flex Space,industrial,2012,735467,128723679.38,126533647.97,0.983,0.0183,2315565.76,0.0514,0.1017,0.2034,8306880.52,7462243.79,1518005.58,5944238.21,175.02,fair,2024-11-04,142358138.95,Davis Holdings Development,Government,Miller Holdings Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003905,9493 Park Blvd,Miami,FL,33130,Warehouse,industrial,2001,878697,277629501.54,288467807.08,1.039,0.0183,5278960.87,0.0532,0.1061,0.2608,19963151.86,17845872.94,4653487.01,13192385.92,315.96,fair,2016-06-03,272062726.82,Davis Holdings Capital,Non-Profit,American Realty Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003906,1253 Park Blvd,Miami,FL,33130,Flex Space,industrial,1986,1637032,477330448.38,464877935.34,0.9739,0.0183,8507266.22,0.0526,0.0466,0.1998,31368758.58,29908491.82,5974887.03,23933604.8,291.58,fair,2021-11-09,488970542.7,Martinez Investments Investment Group,Private,American Investments Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003907,4309 Industrial Way,Miami,FL,33132,Warehouse,industrial,1967,859728,146262085.99,176390061.34,1.206,0.0183,3227938.12,0.0537,0.135,0.2367,10296876.96,8906789.75,2108255.77,6798533.97,170.13,over_20,2022-02-23,164619780.83,American Partners LLC,Private,Global Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003908,7685 Oak Ave,Miami,FL,33101,Flex Space,industrial,1982,242197,61593140.44,62760736.08,1.019,0.0183,1148521.47,0.0544,0.1164,0.2609,4532043.96,4004520.8,1044956.73,2959564.07,254.31,fair,2019-06-26,59044317.05,Jones Management Development,Private,Smith Investments Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003909,2974 Industrial Way,Miami,FL,33133,Manufacturing,industrial,1977,1896550,410761637.65,363809565.82,0.8857,0.0183,6657715.05,0.0574,0.0865,0.2033,29616325.63,27055813.5,5500549.27,21555264.23,216.58,under_10,2020-07-03,476327571.34,Brown Realty LLC,Institutional,Williams Ventures Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003910,730 Oak Ave,Miami,FL,33133,Cold Storage,industrial,1973,1952753,640762807.7,776247970.69,1.2114,0.0183,14205337.86,0.0516,0.085,0.187,40705688.86,37244366.29,6963287.73,30281078.56,328.13,over_20,2017-10-02,760107388.46,Johnson Realty Holdings,Private,Garcia Investments Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003911,3683 Corporate Blvd,Miami,FL,33133,Cold Storage,industrial,1992,790331,236116850.71,234771474.47,0.9943,0.0183,4296317.98,0.0401,0.1145,0.2837,13212067.9,11699133.74,3319338.3,8379795.43,298.76,fair,2017-07-14,239467569.29,Martinez Trust Holdings,Government,Martinez Group Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003912,5667 Technology Dr,Miami,FL,33134,Distribution Center,industrial,2009,1017990,320431933.48,282874057.31,0.8828,0.0183,5176595.25,0.0489,0.0821,0.2111,19870531.43,18239362.23,3850046.69,14389315.54,314.77,under_10,2018-12-04,307834120.87,First Capital Properties,Government,Johnson Management Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003913,8855 Center Dr,Miami,FL,33129,Cold Storage,industrial,1972,1858282,415951075.25,397469912.61,0.9556,0.0183,7273699.4,0.0447,0.1115,0.1809,22704865.17,20173970.86,3649784.6,16524186.26,223.84,fair,2024-02-19,487797821.92,Jones Management Properties,Government,United Ventures LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003914,6495 Business Pkwy,Miami,FL,33133,Cold Storage,industrial,2011,1101200,226915819.53,300464914.2,1.3241,0.0183,5498507.93,0.0474,0.0795,0.1742,13033061.1,11996365.33,2089505.38,9906859.96,206.06,over_30,2020-05-16,189742016.97,Garcia Partners Inc,Private,Metropolitan Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003915,6753 Corporate Blvd,Miami,FL,33102,Warehouse,industrial,2002,1769673,654612008.55,579399602.68,0.8851,0.0183,10603012.73,0.04,0.1029,0.2756,36167790.28,32445828.74,8941624.38,23504204.36,369.91,under_10,2017-01-23,769331370.23,Johnson Partners Inc,Government,Premier Partners Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003916,8566 Oak Ave,Miami,FL,33132,Manufacturing,industrial,2003,1481384,406271255.09,393827342.07,0.9694,0.0183,7207040.36,0.0683,0.0305,0.2861,38877250.43,37690307.79,10782523.36,26907784.43,274.25,fair,2018-05-25,484869186.71,Johnson Partners Development,Non-Profit,Jones Trust LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003917,2167 First St,Miami,FL,33134,Distribution Center,industrial,1990,131764,43326915.39,51930497.67,1.1986,0.0183,950328.11,0.0519,0.0656,0.2233,2892801.31,2703006.42,603670.73,2099335.69,328.82,over_20,2019-06-26,44170813.98,First Ventures Development,Government,Rodriguez Trust Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003918,3568 Center Dr,Miami,FL,33132,Cold Storage,industrial,2023,1660926,333164883.61,323051712.76,0.9696,0.0183,5911846.34,0.0493,0.0891,0.2458,21775880.19,19835792.54,4875991.12,14959801.41,200.59,fair,2021-08-03,283415117.58,Garcia Holdings LP,Government,Central Ventures Holdings,2024-01-01,2024-06-30,"Miami, FL"
PROP_003919,2405 Broadway,Miami,FL,33132,High-Rise,multifamily,1985,459225,223229768.53,229518694.68,1.0282,0.0183,4200192.11,0.05,0.0836,0.4064,18786575.01,17216874.56,6997784.62,10219089.94,486.1,fair,2024-07-01,230007198.49,Garcia Capital LLC,Government,Williams Properties Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003920,8504 Broadway,Miami,FL,33133,Townhomes,multifamily,1973,276777,72017365.96,80382319.12,1.1162,0.0183,1470996.44,0.0535,0.1038,0.4636,7188576.73,6442534.16,2986728.89,3455805.27,260.2,over_10,2022-10-11,73978482.48,Davis Group Inc,Private,Johnson Investments LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003921,915 Oak Ave,Miami,FL,33109,Mid-Rise,multifamily,2012,413644,132696165.19,112748580.29,0.8497,0.0183,2063299.02,0.0568,0.0712,0.3886,12331896.78,11454134.19,4450776.12,7003358.07,320.8,under_15,2022-03-22,157892433.95,Smith Properties LLC,Private,Brown Capital Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003922,7114 Corporate Blvd,Miami,FL,33134,Garden Apartments,multifamily,1980,361179,200533918.93,262213713.41,1.3076,0.0183,4798510.96,0.0402,0.1034,0.3971,13366920.51,11984806.78,4759306.62,7225500.16,555.22,over_30,2020-09-25,234585881.71,Jones Investments Real Estate,Private,Atlantic Holdings LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_003923,8812 Center Dr,Miami,FL,33133,Townhomes,multifamily,1991,86830,17706426.87,21180647.95,1.1962,0.0183,387605.86,0.049,0.0303,0.4387,1545282.92,1498517.09,657328.06,841189.03,203.92,over_20,2019-01-13,15939379.46,Brown Capital Real Estate,Private,Miller Group Investment Group,2024-01-01,2024-06-30,"Miami, FL"
PROP_003924,1640 Broadway,Miami,FL,33134,Mid-Rise,multifamily,1979,256225,113190215.57,123306441.89,1.0894,0.0183,2256507.89,0.0495,0.1028,0.383,9084199.38,8149970.01,3121104.21,5028865.81,441.76,over_10,2019-07-19,131443442.93,Johnson Realty Real Estate,Private,Miller Trust Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_003925,5734 Center Dr,Miami,FL,33128,Senior Living,multifamily,1976,236588,135846316.87,113438139.54,0.835,0.0183,2075917.95,0.0345,0.0468,0.4779,8965136.81,8545590.86,4083895.43,4461695.43,574.19,under_15,2023-10-14,154985354.48,Garcia Investments Investment Group,Non-Profit,Rodriguez Trust Investment Group,2024-01-01,2024-06-30,"Miami, FL"
PROP_003926,4197 Business Pkwy,Miami,FL,33101,Senior Living,multifamily,1976,71504,32338050.88,31184475.16,0.9643,0.0183,570675.9,0.0334,0.0413,0.3044,1554745.27,1490573.89,453771.08,1036802.81,452.26,fair,2018-09-03,32793223.52,First Capital Inc,Private,Garcia Holdings Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003927,6208 Corporate Blvd,Miami,FL,33130,Garden Apartments,multifamily,2009,196355,124819249.99,112809034.22,0.9038,0.0183,2064405.33,0.0402,0.0616,0.4808,9668300.81,9073119.63,4362309.14,4710810.49,635.68,under_10,2020-02-02,99963167.86,Davis Investments Holdings,Non-Profit,Brown Ventures Real Estate,2024-01-01,2024-06-30,"Miami, FL"
PROP_003928,2373 Commerce Dr,Miami,FL,33131,Townhomes,multifamily,1993,408240,204980927.83,263408646.54,1.285,0.0183,4820378.23,0.038,0.1042,0.3502,11988188.58,10738495.31,3760879.37,6977615.94,502.11,over_30,2022-03-16,218173214.79,National Realty Inc,Private,Smith Investments Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003929,5583 Oak Ave,Miami,FL,33101,Garden Apartments,multifamily,2016,344420,207452375.9,216327825.86,1.0428,0.0183,3958799.21,0.03,0.0592,0.3267,9254819.69,8706475.44,2844770.72,5861704.71,602.32,fair,2018-08-14,230913369.42,Central Investments Inc,Private,Williams Trust Investment Group,2024-01-01,2024-06-30,"Miami, FL"
PROP_003930,2276 Commerce Dr,Miami,FL,33128,Mid-Rise,multifamily,1983,350403,196419304.31,201943358.5,1.0281,0.0183,3695563.46,0.0322,0.114,0.3433,9636550.61,8537820.89,2931068.8,5606752.09,560.55,fair,2022-08-09,197901033.7,Pacific Partners Holdings,Non-Profit,Davis Ventures Capital,2024-01-01,2024-06-30,"Miami, FL"
PROP_003931,1035 Main St,Miami,FL,33101,High-Rise,multifamily,1966,120127,63197257.08,69731727.29,1.1034,0.0183,1276090.61,0.0503,0.1117,0.3794,5127232.55,4554739.61,1728276.38,2826463.23,526.09,over_10,2025-02-23,57637179.53,Rodriguez Capital Investment Group,Private,Johnson Partners Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003932,1772 Center Dr,Miami,FL,33130,Townhomes,multifamily,2013,205273,125436719.1,128454022.9,1.0241,0.0183,2350708.62,0.0314,0.0516,0.3224,5810167.26,5510078.73,1776256.83,3733821.9,611.07,fair,2024-11-01,128619705.76,Smith Holdings Investment Group,REIT,Davis Realty Management,2024-01-01,2024-06-30,"Miami, FL"
PROP_003933,6942 Broadway,Miami,FL,33109,High-Rise,multifamily,2021,152800,102612460.3,107072389.34,1.0435,0.0183,1959424.72,0.0427,0.1127,0.4541,8033593.82,7128545.82,3236915.91,3891629.91,671.55,fair,2022-05-19,106651673.67,Jones Management Capital,Government,Global Investments Properties,2024-01-01,2024-06-30,"Miami, FL"
PROP_003934,8282 Center Dr,Miami,FL,33102,Townhomes,multifamily,1979,115240,55675493.93,56710363.87,1.0186,0.0183,1037799.66,0.0457,0.0546,0.305,3658161.06,3458318.76,1054855.1,2403463.66,483.13,fair,2017-09-23,47379818.83,Davis Realty Capital,Institutional,Brown Holdings Capital,2024-01-01,2024-06-30,"Miami, FL"
